,GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
49259,501,2907KEN,49261,2010-08-06,2010,1,Strategic development,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Kenya,Meru,Tigania East,Karama,Karama,0.23739,37.82005,1,The Nation,Two more suspects have been arrested in connection with last months Kampala bombing which killed over 70 football fans.,0,,,,,,,,,,,
49260,501,2908KEN,49262,2010-08-08,2010,1,Battle-No change of territory,Unidentified Communal Militia (Kenya),,4,Private Security Forces (Kenya),,8,48,Kenya,Bomet,Chepalungu,Nyangores,Sotik,-0.7833,35.35,2,The Nation,Cattle raiders kill a watchman in Sotik-Borabu area.,1,,,,,,,,,,,
49261,501,2909KEN,49263,2010-08-09,2010,1,Riots/Protests,Protesters (Sudan),,6,,,0,60,Kenya,Nairobi,Dagoretti North,Kilimani,Uhuru Park,-1.290305,36.817036,1,The Nation,Sudanese protesters push for referendum to be held in January as scheduled.,0,,,,,,,,,,,
49262,501,2910KEN,49264,2010-08-16,2010,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,2,The Nation,Pokot militia attack 26 villages in Turkana County. 7 killed.,7,,,,,,,,,,,
49263,501,2911KEN,49265,2010-08-19,2010,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation,Women protest inadequate health budget.,0,,,,,,,,,,,
49264,501,2912KEN,49266,2010-08-23,2010,2,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation; Agence Press France,Construction workers at the Kirima property protest in demand of payment.,0,,,,,,,,,,,
49265,501,2913KEN,49267,2010-09-01,2010,1,Violence against civilians,Vigilante Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,1,The Nation,A man who killed his wife and kids was seized by a mob and killed in Migori.,1,,,,,,,,,,,
49266,501,2914KEN,49268,2010-09-02,2010,1,Riots/Protests,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),,5,15,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,1,The Nation,"Rioters protested against forced eviction set fire to vehicles, blocked roads, threw petrol bombs, and threw stones at police, injuring two policemen. Initial reports of 2 people killed, later reports of one person killed, 11 injured with gunshot wounds.",1,,,,,,,,,,,
49267,501,2915KEN,49269,2010-09-04,2010,1,Riots/Protests,Protesters (Kenya),Muslim Group (Kenya),6,,,0,60,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,The Standard,Muslim clerics in Mombasa protest the arrest of a radio show host.,0,,,,,,,,,,,
49268,501,2916KEN,49270,2010-09-06,2010,1,Violence against civilians,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Kenya,Kilifi,Malindi,Shella,Malindi,-3.22,40.12,1,The Nation,"50 youths invade a hotel and assault an employee, rioting against the ownership.",0,,,,,,,,,,,
49269,501,2917KEN,49271,2010-09-13,2010,1,Riots/Protests,Rioters (Kenya),Farmers (Kenya),5,,,0,50,Kenya,Kirinyaga,Gichugu,Kabare,Kimunya,-0.430914,37.310079,2,The Nation,"tea farmers riot on Kimunye-Kamugunda road, demanding better pay.",0,,,,,,,,,,,
49270,501,2918KEN,49272,2010-09-13,2010,1,Riots/Protests,Rioters (Kenya),Students (Kenya),5,,,0,50,Kenya,Kakamega,Butere,Marama South,Masaba,0.2,34.466667,1,The Nation,"Students riot and pelt stones at parents, protesting the closure of the school over an administration dispute.",0,,,,,,,,,,,
49271,501,2919KEN,49273,2010-09-13,2010,1,Riots/Protests,Protesters (Kenya),Farmers (Kenya),6,,,0,60,Kenya,Kirinyaga,Ndia,Mukure,Kirinyaga,-0.16667,37.3,1,The Nation,Tea farmers boycott over payment at Thumaita tea company in Kirinyaga East and at Mununga tea factory in Kirinyaga Central.,0,,,,,,,,,,,
49272,501,2920KEN,49274,2010-09-20,2010,2,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Kwale,Kinango,Kinango,Miritini,-4,39.5667,1,The Nation,Rioters blocked highway in Miritini protesting increase in road accidents.,0,,,,,,,,,,,
49273,501,2921KEN,49275,2010-09-22,2010,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Alshahid News and Analysis,The leaders of Supkem and others have said that nine Kenyan human rights activists are being held illegally in Uganda without regard to Kenyan laws. Many gather to protest.,0,,,,,,,,,,,
49274,501,2922KEN,49276,2010-09-25,2010,2,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,2,The Nation,Pokot militia kill 3 in Turkana.,3,,,,,,,,,,,
49275,501,2923KEN,49277,2010-09-27,2010,2,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation,Protests for the right to health and affordable AIDS drugs.,0,,,,,,,,,,,
49276,501,2924KEN,49278,2010-09-27,2010,2,Violence against civilians,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Kakamega,Mumias West,Mumias Central,Mumias,0.335107,34.486396,1,The Nation,"Youths protest the arrest of suspected murderers. Police shoot at crowd, seriously injuring two.",0,,,,,,,,,,,
49277,501,2925KEN,49279,2010-09-27,2010,2,Violence against civilians,Toposa Ethnic Militia (Sudan),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,2,The Nation,Suspected Toposa militia from Sudan attack Nanan in Turkana West. One woman seriously injured.,0,,,,,,,,,,,
49278,501,2926KEN,49280,2010-09-28,2010,1,Riots/Protests,Rioters (Kenya),,5,,,0,50,Kenya,Samburu,Samburu West,Maralal,Maralal,1.09679,36.69799,1,The Nation,Rioters block Mombasa-Nairobi road at Samburu in protest of increased accidents on the road.,0,,,,,,,,,,,
49279,501,2927KEN,49281,2010-10-08,2010,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Somalia),,7,17,Kenya,Garissa,Garissa Township,Iftin,Garissa,-0.453568,39.646096,3,BBC Monitoring Africa,Two people have been killed after Kenyan security forces opened fire at vehicle carrying Somalis near the border with Somalia.,0,,,,,,,,,,,
49280,501,2928KEN,49282,2010-10-09,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Lamu,Lamu West,Shella,Lamu,-2.27169,40.90201,1,The Nation (Kenya),"The vessel FV Golden Wave was captured by suspected Somali pirates off the coast of Lamu, with 46 Kenyan staff on board who were then held captive.",0,,,,,,,,,,,
49281,501,2929KEN,49283,2010-10-19,2010,1,Violence against civilians,OLF: Oromo Liberation Front,,2,Civilians (Kenya),,7,27,Kenya,West Pokot,Kapenguria,Mnagei,Makutano,1.25769,35.09269,1,Reuters,"OLF attack village in north of Kenya, kidnap 3 they accuse of spying for Ethiopian government",0,,,,,,,,,,,
49282,501,2930KEN,49284,2010-10-20,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nandi,Tinderet,Tindiret,Tinderet,-0.066667,35.35,1,The Nation (Kenya),Striking tea workers started a protest over the looming lay-offs following the mechanization of tea picking. At the same time security has been intensified in the area. Security personnel have been deployed to patrol the affected tea estates to help maintain law and order.,0,,,,,,,,,,,
49283,501,2931KEN,49285,2010-10-21,2010,1,Battle-No change of territory,Al Shabaab,,2,Militia (Pro-Government),,3,23,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,1,BBC Monitoring International Reports,"Thirty people are reported to have been killed in the Thursday [21 October] night clashes between Al Shabaab and a pro-government Somali militia on the Kenya-Somali border, with two Kenyans slightly injured in the clashes.",30,,,,,,,,,,,
49284,501,2932KEN,49286,2010-10-23,2010,1,Strategic development,Military Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Mandera,Mandera East,Township,Mandera,3.935725,41.854211,1,BBC Monitoring International Reports,Security has been beefed up at the Kenyan-Somalia border following clashes between Al-Shabab and a pro-government clan militia that has left 30 dead.,0,,,,,,,,,,,
49285,501,2933KEN,49287,2010-10-23,2010,1,Riots/Protests,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Kenya,Nairobi,Langata,Nairobi West,Nyayo National Stadium,-1.304223,36.824686,1,The Nation (Kenya),Police on Sunday began investigations into circumstances that led to the death of fans at the Nyayo National Stadium during a floodlit Premier League match. Over 380 police officers including a 100 man anti riot police contingent had been deployed to Nyayo National Stadium to provide security during the tension packed match. Four bodies including that of a 21-year old Railways Training Institute student were being preserved at the City Mortuary by Sunday afternoon. Another person who died in the stampede has been identified as a Kenyatta National Hospital based taxi driver.,4,,,,,,,,,,,
49286,501,2934KEN,49288,2010-10-23,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Tana River,Garsen,Garsen West,Garsen,-2.2697,40.12,1,The Nation (Kenya),"More than 400 families are up in arms after a government agency ordered them to move out of a 20-acre land parcel in Tana Delta District. The last attempt to evict the group was bloody with dozens of people, including police officers sustaining serious injuries.",0,,,,,,,,,,,
49287,501,2935KEN,49289,2010-10-23,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Xinhua News,"A statement from the Maritime and Port Authority of Singapore (MPA) said it received a report that a Singapore-registered Liquefied Petroleum Gas vessel, York, was boarded by suspected pirates at about 90 nautical miles from Mombasa, Kenya.",0,,,,,,,,,,,
49288,501,2936KEN,49290,2010-10-24,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (International),,7,37,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,Agence France Presse,A Greek-owned tanker with a German skipper and a crew of 16 has been seized by pirates off the coast of Kenya. It was attacked around 50 nautical miles east from the Kenyan port of Mombasa and initially drifted before moving at around 10 knots from Sunday morning.,0,,,,,,,,,,,
49289,501,2937KEN,49291,2010-10-27,2010,1,Strategic development,Military Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,1,BBC Monitoring International Reports,"Security forces have been deployed along the Kenya-Ethiopia border to flush out militias fighting the Ethiopian government. Eastern provincial police boss Marcus Ochola, who heads the operation, said the team will flush out the agents of Oromo Liberation Front [OLF].",0,,,,,,,,,,,
49290,501,2938KEN,49292,2010-10-27,2010,1,Battle-No change of territory,Mungiki Militia,,3,Police Forces of Kenya (2002-2013),,1,13,Kenya,Nyeri,Mathira,Konyu,Karatina,-0.4817,37.1251,1,The Standard,Panic gripped Karatina when suspected Mungiki adherents nearly clashed with a vigilante group. But police intervention averted a seemingly bloody confrontation between the two groups that have had frosty relationship since last year when their battles led to loss of life.,0,,,,,,,,,,,
49291,501,2939KEN,49293,2010-10-28,2010,1,Riots/Protests,Rioters (Uganda),,5,Police Forces of Tanzania (1964-),,8,58,Kenya,Homa Bay,Gwasi,West Konyango,Migingo Island,-0.88271,33.93847,2,The Monitor (Kampala),"Eight Ugandans were arrested by the police officers on Wednesday for allegedly fishing on Tanzanian waters. But the Ugandan fishermen decided to lay an ambush for the officers. When the officers saw a strange boat on their waters, they approached but were surrounded by the fishermen. A brief scuffle ensued but the officers lost the battle.",0,,,,,,,,,,,
49292,501,2940KEN,49294,2010-10-31,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),"Business came to a standstill at the Wakulima Market in Nairobi yesterday after traders took to the streets, protesting against new charges introduced by the city council last week.",0,,,,,,,,,,,
49293,501,2941KEN,49295,2010-11-01,2010,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Kakamega,Lurambi,Sheywe,Ikolomani,0.283333,34.75,1,The Nation (Kenya),Farmers protest against slow justice over illegal sale of land in Ikolomani.,0,,,,,,,,,,,
49294,501,2942KEN,49296,2010-11-03,2010,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,OLF: Oromo Liberation Front,,2,12,Kenya,Marsabit,Moyale,Sololo,Sololo,3.55,38.65,1,The Nation (Kenya),A police officer was shot dead and two others seriously injured by Oromo Liberation Front rebels during an operation to flush out the Ethiopian rebels from northern Kenya. The officers drove into a trap laid by the rebels at a remote location on the borders between Sololo and Wajir North districts.A fire exchange ensued between the two forces before the officer was felled.,1,,,,,,,,,,,
49295,501,2943KEN,49297,2010-11-04,2010,1,Battle-No change of territory,OLF: Oromo Liberation Front,,2,Police Forces of Kenya (2002-2013),,1,12,Kenya,Marsabit,Moyale,Sololo,Sololo,3.55,38.65,1,BBC Monitoring,Policeman killed after ambush by OLA rebels in northern Kenya,1,,,,,,,,,,,
49296,501,2944KEN,49298,2010-11-07,2010,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Police Forces of Kenya (2002-2013),,1,11,Kenya,Embu,Mbeere North,Nthawa,Siakago,-0.58333,37.63333,1,Agence France Presse,"A police officer in a rage shot dead 10 people in a rampage through two bars in central Kenya early Sunday before giving himself up for arrest. The officer shot and killed two of his own colleagues in a bar in the central town of Siakago, before running",2,,,,,,,,,,,
49297,501,2945KEN,49299,2010-11-07,2010,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Embu,Mbeere North,Nthawa,Siakago,-0.58333,37.63333,1,Agence France Presse,"A police officer in a rage shot dead 10 people in a rampage through two bars in central Kenya early Sunday before giving himself up for arrest. The officer shot and killed two of his own colleagues in a bar in the central town of Siakago, before running amok in another bar nearby, killing eight civilians.",8,,,,,,,,,,,
49298,501,2946KEN,49300,2010-11-08,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Taita Taveta,Voi,Kaloleni,Voi,-3.39605,38.55609,1,The Nation (Kenya),"Matatu operators demonstrated on Monday against the poor quality of roads on the Voi-Taveta and Voi-Wundanyi-Mgange routes. Police tried to open the roads, but as demonstrators were joined by residents, they retreated.",0,,,,,,,,,,,
49299,501,2947KEN,49301,2010-11-09,2010,1,Riots/Protests,Protesters (Kenya),,6,,,0,60,Kenya,Taita Taveta,Voi,Kaloleni,Voi,-3.39605,38.55609,1,The Nation (Kenya),Hundreds of Voi residents on Tuesday took to the streets and barricaded the Mombasa highway to protest against the poor state of roads in Taita Taveta County.,0,,,,,,,,,,,
49300,501,2948KEN,49302,2010-11-10,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Taita Taveta,Voi,Kaloleni,Voi,-3.39605,38.55609,1,The Nation (Kenya),Police have repulsed angry demonstrators who had barricaded the Nairobi-Mombasa highway for more than 24 hours demanding the immediate repair of the dilapidated Voi-Taveta road. Police came in four lorries at 4 a.m. and engaged the rowdy youth by firing tear gas before opening the road for motorists.,0,,,,,,,,,,,
49301,501,2949KEN,49303,2010-11-12,2010,1,Riots/Protests,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,The Nation (Kenya),Over 200 traders at the famous chicken market in Nairobis Maziwa area demonstrated against its demolition condemning the act and calling for immediate action.,0,,,,,,,,,,,
49302,501,2950KEN,49304,2010-11-12,2010,1,Battle-No change of territory,Military Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Kilifi,Kilifi North,Kibarani,Kilifi,-3.63333,39.85,1,Agence France Presse,"The Kenyan navy shot dead three suspected Somali pirates who had attacked a naval patrol off the coastal town of Kilifi. Naval spokesman Ongeri said the attack took place well inside Kenyan waters, off the town of Kilifi, which is located some 60 kilometers (40 miles) north of the countrys main port of Mombasa.",3,,,,,,,,,,,
49303,501,2951KEN,49305,2010-11-15,2010,1,Strategic development,MRC: Mombasa Republican Council,,3,,,0,30,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,BBC Monitoring International Reports,"Barely a week after the government listed the separatist Mombasa Republican Council as illegal, the defiant group has gone public about its massive recruitment of youth.",0,,,,,,,,,,,
49304,501,2952KEN,49306,2010-11-15,2010,1,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana Central,KangAtotha,Lake Turkana,3.5,36,2,BBC Monitoring,4 fishermen killed on Lake Turkana by Ethiopian militia,4,,,,,,,,,,,
49305,501,2953KEN,49307,2010-11-15,2010,1,Violence against civilians,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana North,Lake Zone,Todenyang,4.53333,35.93333,1,BBC Monitoring International Reports,"Four Kenyan fishermen have been killed by suspected Ethiopian militia in Todonyang, along the shores of Lake Turkana [northwestern Kenya]. The fishermen were killed by Merrile tribesmen while fishing on Monday morning [15 November].",4,,,,,,,,,,,
49306,501,2954KEN,49308,2010-11-18,2010,1,Battle-Government regains territory,Military Forces of Kenya (2002-2013),,1,OLF: Oromo Liberation Front,,2,12,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.509374,39.052757,1,BBC Monitoring International Reports,"An operation to arrest Oromo Liberation Front (OLF) militants hiding in the country has paid dividend. Hundreds of joint security forces drawn from the army, GSU [paramilitary General Service Unit], regular and Administration Police conducted the operation in Moyale, Wajir North and North Horr for two weeks. Eastern provincial police officer Marcus Ochola said Kenyan security officers arrested at least 25 of the fighters, adding they were being held at different custodial facilities.",0,,,,,,,,,,,
49307,501,2955KEN,49309,2010-11-18,2010,1,Battle-Government regains territory,Military Forces of Kenya (2002-2013),,1,OLF: Oromo Liberation Front,,2,12,Kenya,Marsabit,North Horr,North Horr,North Horr,3.3167,37.0667,1,BBC Monitoring International Reports,"An operation to arrest Oromo Liberation Front (OLF) militants hiding in the country has paid dividend. Hundreds of joint security forces drawn from the army, GSU [paramilitary General Service Unit], regular and Administration Police conducted the operation in Moyale, Wajir North and North Horr for two weeks. Eastern provincial police officer Marcus Ochola said Kenyan security officers arrested at least 25 of the fighters, adding they were being held at different custodial facilities.",0,,,,,,,,,,,
49308,501,2956KEN,49310,2010-11-18,2010,1,Battle-Government regains territory,Military Forces of Kenya (2002-2013),,1,OLF: Oromo Liberation Front,,2,12,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,BBC Monitoring International Reports,"An operation to arrest Oromo Liberation Front (OLF) militants hiding in the country has paid dividend. Hundreds of joint security forces drawn from the army, GSU [paramilitary General Service Unit], regular and Administration Police conducted the operation in Moyale, Wajir North and North Horr for two weeks. Eastern provincial police officer Marcus Ochola said Kenyan security officers arrested at least 25 of the fighters, adding they were being held at different custodial facilities.",0,,,,,,,,,,,
49309,501,2957KEN,49311,2010-11-20,2010,1,Riots/Protests,Protesters (Kenya),NARC: National Rainbow Coalition,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,BBC Monitoring International Reports,Two protest marches took place in the capital (one consisting of womens groups and the other of youth groups) in support of arrested Narc Kenya MP Gideon Mbuvi Kioko.,0,,,,,,,,,,,
49310,501,2958KEN,49312,2010-11-22,2010,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Kenya,Lamu,Lamu West,Shella,Lamu,-2.27169,40.90201,1,The Nation (Kenya),Two secondary school students from Mombasa are among six youths intercepted in Lamu while being ferried to Somalia to join a terror group. Security forces laid ambush in Kizingitini and arrested six while in transit to Somalia.,0,,,,,,,,,,,
49311,501,2959KEN,49313,2010-11-23,2010,1,Battle-No change of territory,Muslim Militia (Kenya),,4,Muslim Militia (Kenya),,4,44,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.66667,1,BBC Monitoring Africa,A fight broke out at a Mombasa mosque over a preacher suspected to be behind the recruitment of local youths to the [Somali hard-line Islamist] Al-Shabab militia group. The tussle started after the evening prayers on Tuesday when some faithful tried to block the preacher from delivering a sermon. But another group insisted that the imam should preach. Arguments outside the mosque degenerated into an all-out fight between the two groups.,0,,,,,,,,,,,
49312,501,2960KEN,49314,2010-11-24,2010,1,Riots/Protests,Protesters (Kenya),ODM: Orange Democratic Movement,6,Police Forces of Kenya (2002-2013),,1,16,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.516667,35.283333,1,The Nation (Kenya),Supporters of a civic candidate in the last General Election held a demonstration to protest at the delay in determining a petition she had filed. The supporters left the Eldoret High Court immediately after it had allowed the current councilor to file an appeal after a magistrates court had declared that he lost the election. They marched through the streets to Nandi Gardens where they held a noisy protest.,0,,,,,,,,,,,
49313,501,2961KEN,49315,2010-12-02,2010,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Lokori,Lokori,Lokori,1.95158,36.03578,1,The Nation (Kenya),Pokot raiders attacked Napeitom Village in Turkana East; loots; takes livestock .,0,,,,,,,,,,,
49314,501,2962KEN,49316,2010-12-02,2010,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,West Pokot,Sigor,Masool,Lotongot Village,1.7333,35.6333,1,The Nation (Kenya),A herder was killed on Thursday in Lotongot Village when Pokot raiders attacked the area.,1,,,,,,,,,,,
49315,501,2963KEN,49317,2010-12-03,2010,1,Battle-No change of territory,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,Agence France Presse,"Two Kenyan police officers were shot dead Friday in the Kenyan capital while on traffic duty. The officers were on duty on the highway, when two men on a motorbike attacked and shot two of them dead. The attackers were pursued after the incident and the two of them were shot dead.",4,,,,,,,,,,,
49316,501,2964KEN,49318,2010-12-03,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nakuru,Njoro,Mau Narok,Mau Narok,-0.6,36,1,The Nation (Kenya),"A manager of a farm in belonging to the family of late Mbiyu Koinange was shot dead by a gunman near Nakuru town. Mr. Moses ole Mpoe, the manager of Muthera farm in Mau Narok division of Nakuru Country, died on the spot together with his passenger after a gunman riding in a motorcycle fired about 10 bullets at their vehicle.",2,,,,,,,,,,,
49317,501,2965KEN,49319,2010-12-03,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3,36.0833,1,The Nation (Kenya),Five people are expected in court on Wednesday to answer charges of killing Mau Narok land activist Moses ole Mpoe. Mr Mpoes car was sprayed with bullets at the Nakuru-Njoro turn-off last Friday. A passenger in the car also died while Mr Mpoes brother is being treated for gunshot wounds.,0,,,,,,,,,,,
49318,501,2966KEN,49320,2010-12-03,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.28333,36.81667,1,BBC Monitoring International Reports,An off-duty Kenyan police officer was killed in a targeted grenade attack in a suburb of Nairobi.,1,,,,,,,,,,,
49319,501,2967KEN,49321,2010-12-04,2010,1,Battle-No change of territory,Pokot Ethnic Militia (Kenya),,4,Police Forces of Kenya (2002-2013),,1,14,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,2,The Nation (Kenya),"Nine people were killed when Pokot raiders attacked a village in Turkana South and stole more than 600 goats. Among the dead are two Kenya Police reservists and a herder who were shot by the raiders at Kepelkok, Kainuk Division. Six of the raiders were, however, shot dead while others escaped with bullet wounds.",9,,,,,,,,,,,
49320,501,2968KEN,49322,2010-12-04,2010,1,Violence against civilians,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Kenya,Mombasa,Nyali,Frere Town,Kisauni,-4.03333,39.68333,1,The Nation (Kenya),A brother to Regional Development minister Fred Gumo is recovering in a Mombasa hospital after he was shot at the weekend.,0,,,,,,,,,,,
49321,501,2969KEN,49323,2010-12-04,2010,1,Violence against civilians,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Kenya,Turkana,Turkana Central,Kanamkemer,Lodwar,3.11911,35.59727,2,The Nation (Kenya),"Nine people were killed when Pokot raiders attacked a village in Turkana South and stole more than 600 goats. Among the dead are two Kenya Police reservists and a herder who were shot by the raiders at Kepelkok, Kainuk Division. Six of the raiders were, however, shot dead while others escaped with bullet wounds.",9,,,,,,,,,,,
49322,501,2970KEN,49324,2010-12-07,2010,1,Strategic development,Military Forces of Kenya (2002-2013),,1,SLDF: Sabaot Land Defence Force,,3,13,Kenya,Trans Nzoia,Saboti,Matisi,Kitale,1.0167,35,3,BBC Monitoring Africa,Special security teams have been deployed to western Kenya to trace the SLDF gangs which have threatened to re-ignite violence in the area.,0,,,,,,,,,,,
49323,501,2971KEN,49325,2010-12-10,2010,1,Battle-No change of territory,Military Forces of Kenya (2002-2013),,1,OLF: Oromo Liberation Front,,2,12,Kenya,Marsabit,Moyale,Sololo,Sololo,3.55,38.65,1,The Nation (Kenya),Kenyan security forces engaged in a battle with OLF rebels. Several were captured and at least one rebel operative sustained injuries from a shooting. The injured man was later captured by Ethiopian security personnel.,0,,,,,,,,,,,
49324,501,2972KEN,49326,2010-12-12,2010,1,Violence against civilians,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.41667,36.95,1,The Nation (Kenya),Mystery surrounds the shooting of a patron of a night club by a police officer inside a disco hall in Nyeri on Jamhuri Day. Mr. Walter Odhiambo was shot in the leg while scores of others were injured as police arrested revelers at a club in Mweiga Township.,1,,,,,,,,,,,
49325,501,2973KEN,49327,2010-12-15,2010,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.36774,35.28314,1,The Nation (Kenya),Additional security service personnel were deployed to Rift Valley towns in preparation for the naming of six individuals sought by the ICC for indictment following 2007/2008s post-election violence.,0,,,,,,,,,,,
49326,501,2974KEN,49328,2010-12-15,2010,1,Strategic development,Police Forces of Kenya (2002-2013),,1,,,0,10,Kenya,Nakuru,Kuresoi North,Sirikwa,Molo,-0.25,35.73333,1,The Nation (Kenya),Additional security service personnel were deployed to Rift Valley towns in preparation for the naming of six individuals sought by the ICC for indictment following 2007/2008s post-election violence.,0,,,,,,,,,,,
